steming_data,Sentiment,tokenized_tweet
biar alas bengkalai perintah usaha makan rakyat salah ya rakyat makan siang gratis,Positif,"[41, 317, 0, 13, 327, 1, 12, 54, 6, 12, 1, 3, 2]"
2025 daring makan siang gratis,Positif,"[151, 8989, 1, 3, 2]"
dana ormas nu stop makan siang gratis,Positif,"[18, 966, 770, 152, 1, 3, 2]"
ngatasi dana makan siang gratis,Positif,"[4361, 18, 1, 3, 2]"
alokasi gaji timnas pakai makan siang gratis sanggup bayar sty cari masuk budget,Netral,"[289, 72, 1377, 28, 1, 3, 2, 657, 44, 884, 99, 79, 170]"
gua faham nih kerja otak perintah sumbang kakak 500rb lantas makan siang gratis uang rakyat anak makan gratis orang tua bayar ahhaah beli enak hidup,Negatif,"[77, 2564, 50, 39, 146, 13, 223, 604, 4484, 2716, 1, 3, 2, 26, 12, 7, 1, 2, 11, 101, 44, 12646, 96, 31, 135]"
kritik program makan siang gratis kritik menu program kau pelintir jilat dinasti mulyono,Negatif,"[116, 4, 1, 3, 2, 116, 25, 4, 345, 10295, 543, 10296, 411]"
diam makan siang gratis,Positif,"[451, 1, 3, 2]"
makan siang gratis proyek proyek tunda bangun stasiun2 transit bejubel nasional rusak revitalisasi jembatan2 dll urun capekkk banget,Positif,"[1, 3, 2, 177, 177, 818, 108, 7985, 7986, 7987, 217, 547, 4590, 7988, 154, 673, 7989, 20]"
andai makan siang gratis mie ayam,Positif,"[1256, 1, 3, 2, 1613, 150]"
sok traktir orang kagak duit golong hak zakat cover pakai biayain makan siang gratis,Positif,"[336, 1241, 11, 175, 37, 1120, 291, 69, 1955, 28, 965, 1, 3, 2]"
ogah anjing gaji potong pajak gede dimintain sumbang makan siang gratis lo asih sumbang gaji lo gede nyetujuin makan siang gratis nyumbang,Negatif,"[974, 307, 72, 122, 34, 294, 10961, 223, 1, 3, 2, 117, 92, 223, 72, 117, 294, 10962, 1, 3, 2, 353]"
sita uang korupsi alih dana makan siang gratis beres,Positif,"[1058, 26, 62, 128, 18, 1, 3, 2, 1125]"
makan siang gizi gratis tuju ringan beban rakyat ketua dpd usul rakyat sumbang paham sih ketua dpd program presiden prabowo,Netral,"[1, 3, 5, 2, 56, 945, 174, 12, 481, 383, 181, 12, 223, 241, 10, 481, 383, 4, 32, 21]"
ya hemat biaya makan siang gratis ditilep,Positif,"[6, 603, 57, 1, 3, 2, 3520]"
blunder makan siang gratis wkwkwk,Positif,"[856, 1, 3, 2, 257]"
makan siang gratis makan gizi gratis sih gratis gizi cuman ganjal perut doang tuju anak negeri cerdas ya asuoan makan gizi,Positif,"[1, 3, 2, 1, 5, 2, 10, 2, 5, 206, 11730, 358, 104, 56, 7, 111, 188, 6, 11731, 1, 5]"
makan siang gratis plisss,Positif,"[1, 3, 2, 4116]"
makan siswa berat negara displit sekolah program makan siang gratis negara berat tanggung janji kampanye pmsg,Positif,"[1, 36, 717, 22, 12897, 8, 4, 1, 3, 2, 22, 717, 369, 67, 98, 12898]"
sok tau dd kasih bekal makan siang gue program makan siang gratis,Positif,"[336, 51, 1326, 17, 279, 1, 3, 16, 4, 1, 3, 2]"
orang boneka kaum global bangun sistem kontrol beli makan makan siang gratis sd,Netral,"[11, 2086, 629, 1102, 108, 281, 1445, 96, 1, 1, 3, 2, 80]"
nahkan program makan siang gratis efek kayak gin rebut,Positif,"[5472, 4, 1, 3, 2, 469, 15, 81, 1607]"
apasih dd sibuk program makan siang gratis,Netral,"[1619, 1326, 303, 4, 1, 3, 2]"
ya bau2 politik kuat banget aroma bisnis makan siang gratis,Positif,"[6, 3825, 333, 243, 20, 2183, 605, 1, 3, 2]"
makan siang gratis kasih konsep relevan jaman pakai 4 sehat 5 sempurna ya,Positif,"[1, 3, 2, 17, 434, 1127, 372, 28, 250, 35, 165, 1153, 6]"
dunia program makan siang gratis minggir makan siang gratis nih bos oke gas oke gas tetetetetetee,Positif,"[216, 4, 1, 3, 2, 4422, 1, 3, 2, 50, 413, 219, 267, 219, 267, 8108]"
ujung2nya wajib orang tua kasih makan siang gratis anak sekolah,Negatif,"[725, 475, 11, 101, 17, 1, 3, 2, 7, 8]"
rakyat usul 1 anggota dpd dpr mpr 2 jabat asn tni polri bumn 3 kepala daerah 4 menteri wakil menteri staf khusus menteri 5 staf khusus presiden 6 nasihat khusus presiden 7 utus khusus presiden gaji n tunjang potong 58 program makan siang gratis,Positif,"[12, 181, 55, 163, 383, 239, 1688, 84, 61, 1150, 464, 811, 1612, 107, 334, 91, 250, 183, 386, 183, 1210, 377, 183, 165, 1210, 377, 32, 415, 3207, 377, 32, 763, 2155, 377, 32, 72, 513, 208, 122, 324, 4, 1, 3, 2]"
isi menu makan siang gratis sebar terxpose media,Positif,"[127, 25, 1, 3, 2, 748, 13025, 823]"
kasih banget anak anak makan siang gratis loh gin laku,Netral,"[17, 20, 7, 7, 1, 3, 2, 230, 81, 292]"
gaji potong 5 tunjang jabat hilang subsidi makan siang gratisenak rakyat rakyat lagipemerintah ya tunjuk kepeduliannyarakyat mlulu suruh korban,Negatif,"[72, 122, 165, 208, 61, 381, 371, 1, 3, 6860, 12, 12, 6861, 6, 2035, 6862, 4121, 65, 427]"
php makan siang gratis ya,Positif,"[4819, 1, 3, 2, 6]"
zakat hukum agama paksa zakat makan siang gratis uang gaya2an hutang biaya makan siang gratis ujung biaya rakyat,Negatif,"[69, 396, 433, 112, 69, 1, 3, 2, 26, 8610, 149, 57, 1, 3, 2, 389, 57, 12]"
makan siang gratis tunggu tahan,Positif,"[1, 3, 2, 209, 189]"
yanggg makan siang gratis tuh siapaaaa sih gaji jabat tuh potong tunjang bejibun rakyat nyumbang kayak pimpin negeri nih,Negatif,"[12082, 1, 3, 2, 29, 12083, 10, 72, 61, 29, 122, 208, 5204, 12, 353, 15, 260, 111, 50]"
alas niat ciprat makan gratis wajar ekonomi sulit orang hajat putar otak hajat program makan siang gratis sikat,Positif,"[317, 375, 3353, 1, 2, 412, 95, 422, 11, 2023, 968, 146, 2023, 4, 1, 3, 2, 1913]"
program makan siang gratis siswa bela matimatian alas anak lapar umay dicancel anggap lapar stunting gizi fokus lucu anak lapar sekolah gadapet,Negatif,"[4, 1, 3, 2, 36, 290, 0, 317, 7, 301, 12059, 2570, 561, 301, 118, 5, 140, 284, 7, 301, 8, 1947]"
joget janji kasih makan siang gratis eh pilih presiden 58 bingung bantuin,Positif,"[906, 67, 17, 1, 3, 2, 126, 46, 32, 324, 261, 2652]"
simpul makan siang gratis judul kasih makan siang anak pakai uang jatuh uang,Positif,"[1553, 1, 3, 2, 587, 17, 1, 3, 7, 28, 26, 698, 26]"
dar anakanak putus sekolah sekolah makan siang gratis logika 58 anakanak sulit ekonomi henti sekolah butuh makan gratis ya,Positif,"[510, 52, 685, 8, 8, 1, 3, 2, 608, 324, 52, 422, 95, 347, 8, 45, 1, 2, 6]"
makan siang gratis apasih kocak anggar pangkas mangkas kah efektif dipertanggungjawabkan,Netral,"[1, 3, 2, 1619, 222, 19, 590, 1427, 144, 363, 11359]"
kasih makan gratis dd coba makan akmal biar anak lemes iya moga cepat makan siang gratis ya,Positif,"[17, 1, 2, 1326, 48, 1, 10431, 41, 7, 3434, 231, 148, 316, 1, 3, 2, 6]"
ya ewean harap jinggg makan siang gratis,Positif,"[6, 12700, 168, 12701, 1, 3, 2]"
hasil tambang kelola pbnu untung hasil tambang bantu makan siang gratis,Positif,"[60, 545, 157, 1787, 213, 60, 545, 47, 1, 3, 2]"
inimah nama makan siang gratis eh dunia gratis selamat putar otak sih perintah,Positif,"[2109, 75, 1, 3, 2, 126, 216, 2, 192, 968, 146, 10, 13]"
kapai sih sok ngide makan siang gratis ujugujug ya rakyat suruh nyumbang ente kadangkadang ente,Positif,"[379, 10, 336, 1511, 1, 3, 2, 11791, 6, 12, 65, 353, 1566, 5413, 1566]"
makan siang gizi gratis surabaya anggar rp1 triliun,Positif,"[1, 3, 5, 2, 1004, 19, 5013, 161]"
joget gue bilang makan siang gratis anak sekolah pikir biaya darimana duit payah nih tim menang kim,Netral,"[906, 16, 42, 1, 3, 2, 7, 8, 68, 57, 681, 37, 3541, 50, 651, 403, 2920]"
loh makan siang gratis anakanak beda nih hokage,Netral,"[230, 1, 3, 2, 52, 74, 50, 11685]"
program makan siang gizi gratis atur main sihkok,Positif,"[4, 1, 3, 5, 2, 456, 259, 8383]"
sampean rebut tender makan siang gratis,Netral,"[5012, 1607, 1305, 1, 3, 2]"
jatohnya program makan siang gratis egeeee rakus banget peringgi,Positif,"[2167, 4, 1, 3, 2, 13102, 2095, 20, 13103]"
malu banget kah program stop ya pilih sekarat wujudin program kayak gin obsesi perintah thd makan siang gratis berak kucing masuk akal sih,Negatif,"[251, 20, 144, 4, 152, 6, 46, 3186, 4785, 4, 15, 81, 12291, 13, 3691, 1, 3, 2, 5329, 825, 79, 237, 10]"
program makan siang gratis repot,Netral,"[4, 1, 3, 2, 816]"
target makan siang gratis pesantren nu 9000 pesantren,Positif,"[351, 1, 3, 2, 1411, 770, 0, 1411]"
program makan siang gratis bantu masyarakat susah masyarakat,Netral,"[4, 1, 3, 2, 47, 58, 166, 58]"
benar makan siang gratis anak iur gratis,Positif,"[190, 1, 3, 2, 7, 495, 2]"
anggar 2025 jalan 16 statement makan gizi gratis makan siang gratis ta 2025 anggar 70t usul program biaya sumber lahir dana,Positif,"[19, 151, 40, 1881, 1104, 1, 5, 2, 1, 3, 2, 2670, 151, 19, 4274, 181, 4, 57, 286, 836, 18]"
mending dana zakat kasih makan koruptor miskin tuh harta pampas dana makan siang gratis nek wani ojo wedi wedi nek wedi ojo wani wani,Positif,"[43, 18, 69, 17, 1, 215, 66, 29, 1147, 11686, 18, 1, 3, 2, 1912, 2792, 3192, 3707, 3707, 1912, 3707, 3192, 2792, 2792]"
gin murni jual agama anggar makan siang gratis puluh triliun langsung ngiler ken ciprat lumayan persen aman makan siang gratis modal kontol doang duit,Positif,"[81, 2453, 315, 433, 19, 1, 3, 2, 764, 161, 110, 4463, 339, 3353, 429, 700, 320, 1, 3, 2, 670, 808, 104, 37]"
entar pas tagih mbuleeeet bloon lihat makan siang gratis janji realitanya omong entar ditampol pesawat congor ngeludah cari bersih biar jilat kotor,Negatif,"[418, 83, 1533, 10811, 2947, 33, 1, 3, 2, 67, 5286, 134, 418, 10812, 3043, 10813, 10814, 99, 760, 41, 543, 2730]"
rang orang tiktok syukur prabowo kasih makan siang gratis syukur nomer 1 hukum nomer sekian,Positif,"[828, 11, 330, 59, 21, 17, 1, 3, 2, 59, 3724, 55, 396, 3724, 1327]"
makan siang gratis pimpin,Positif,"[1, 3, 2, 260]"
ujung kabinet perintah orde menteri sosial luncur program makan siang gratis warteg pelaksanaanya keluh milik warteg bayar perintah komplain ulang,Positif,"[389, 173, 13, 4437, 183, 425, 963, 4, 1, 3, 2, 1194, 11335, 944, 845, 1194, 44, 13, 478, 583]"
alhamdulilah beban biaya makan siang gratis,Positif,"[1920, 174, 57, 1, 3, 2]"
heh tuju makan siang gratis suruh nkri,Netral,"[3459, 56, 1, 3, 2, 65, 1215]"
siswa makan siang gratis guru guru gaji tunjang,Positif,"[36, 1, 3, 2, 125, 125, 72, 208]"
10 ribu satgas pangan banser kerah makan siang gratis makan siang gratis,Positif,"[145, 132, 1364, 194, 2075, 1635, 1, 3, 2, 1, 3, 2]"
gelut mati tenang anak makan siang gratis kelak dewasa gelut,Positif,"[5240, 393, 1027, 7, 1, 3, 2, 2119, 1205, 5240]"
ide asih makan siang gratis bikin program riset mangkanya itung anggar potong gaji gaji umr palak pajak palak makan siang gratis kocaakkk,Positif,"[318, 92, 1, 3, 2, 23, 4, 913, 3379, 3857, 19, 122, 72, 72, 1221, 1178, 34, 1178, 1, 3, 2, 0]"
akademisi indonesia bikin riset ilmiah makan siang gratis kirakira aman ya,Positif,"[1111, 14, 23, 913, 3574, 1, 3, 2, 1731, 320, 6]"
pakai uang pribadi sulit percaya latih magelang makan siang gratis iya ya cari pinjam china jepang,Positif,"[28, 26, 269, 422, 348, 395, 3366, 1, 3, 2, 231, 6, 99, 977, 119, 268]"
anggota dpd sadar malu masyarakat bantu sumbang makan siang gratis dpd provinsi nih,Negatif,"[163, 383, 540, 251, 58, 47, 223, 1, 3, 2, 383, 1341, 50]"
mending program makan siang gratis hapus anggar ngalor ngidul pakai dana zakat dana apbd masyarakat suruh bantu ya masyarakat 58 suruh bantu sukses progam,Positif,"[43, 4, 1, 3, 2, 282, 19, 4455, 4456, 28, 18, 69, 18, 742, 58, 65, 47, 6, 58, 324, 65, 47, 278, 569]"
kabupaten wonogiri kec eromoko sd ya makan siang gratis min,Positif,"[328, 5428, 1730, 0, 80, 6, 1, 3, 2, 642]"
dna dermawan masyarakat partisipasi selenggara makan siang gratis ya rugi puji jabat alokasi dana makan siang gratis transparansi ajak masyarakat kontribusi,Positif,"[7738, 8183, 58, 1645, 1049, 1, 3, 2, 6, 473, 912, 61, 289, 18, 1, 3, 2, 817, 627, 58, 1496]"
ngpanin makan siang gratisujung duit jugamending sumbangin makan anak istri sindir,Negatif,"[10235, 1, 3, 10236, 37, 10237, 2448, 1, 7, 827, 3362]"
makan siang gratis orangtuanya makan,Positif,"[1, 3, 2, 2199, 1]"
prabowo laku program makan siang gratis prabowo program makan siang gratis beda cth bincang bincang duluan bincang,Positif,"[21, 292, 4, 1, 3, 2, 21, 4, 1, 3, 2, 74, 6507, 3119, 3119, 986, 3119]"
negara dunia maju makan siang gratis rakyat maju gratis didik pt sarana didik seragam buku gedung lab peralatan2 dukung remunerasi guru2,Positif,"[22, 216, 297, 1, 3, 2, 12, 297, 2, 38, 2241, 2474, 38, 3139, 1951, 1585, 5339, 0, 24, 0, 2685]"
anggar infrastruktur pangkas jalan raya sekolah rumah sakit olah limbah air bersih dsb benah anggar pangkas program makan siang gratis paksa implementasi sulit,Positif,"[19, 463, 590, 40, 879, 8, 76, 365, 875, 3102, 376, 760, 1333, 914, 19, 590, 4, 1, 3, 2, 112, 699, 422]"
pemasukandalam makan siang gratis henti bangun ikn tata dana ya alih biaya mkan siang gratis,Positif,"[8125, 1, 3, 2, 347, 108, 131, 1278, 18, 6, 128, 57, 1285, 3, 2]"
janji makan siang gratis rakyat beban lagipula anggota dpd wakil suara derita rakyat aniaya hak ya rampas jahat,Negatif,"[67, 1, 3, 2, 12, 174, 2884, 163, 383, 386, 688, 1573, 12, 10645, 291, 6, 1317, 889]"
maaf alihin zakat makan siang gratis zakat fakir miskin dzalim banget ya allah manusiamanusia tamak,Positif,"[205, 2248, 69, 1, 3, 2, 69, 730, 66, 2539, 20, 6, 256, 4763, 4764]"
ayo skula yeya makan siang gratis,Positif,"[430, 11863, 11864, 1, 3, 2]"
makan siang gratis 3juta rumah gratis patungan developer nikmat kau dusta rakyat indonesia,Positif,"[1, 3, 2, 4389, 76, 2, 559, 4398, 220, 345, 3299, 12, 14]"
uang pensiun anggota dpr gaperlu ya kerja 5 pensiun umur hidup alih program makan siang gratis,Netral,"[26, 1000, 163, 239, 1929, 6, 39, 165, 1000, 870, 135, 128, 4, 1, 3, 2]"
harap dukung program makan siang gratis dana gila2an kualitas sesuai retweet tweet kayak akun cenblue ya,Positif,"[168, 24, 4, 1, 3, 2, 18, 4232, 106, 129, 3209, 1891, 15, 686, 6920, 6]"
yahya usulin makan siang gratis tambang batu bara nu,Positif,"[6170, 6171, 1, 3, 2, 545, 2117, 2504, 770]"
zakat ya zakat makan siang gratis ya makan siang gratis niat laksana sesuai niat amanah niat zakat alir makan gratis sambung,Positif,"[69, 6, 69, 1, 3, 2, 6, 1, 3, 2, 375, 109, 129, 375, 1207, 375, 69, 2630, 1, 2, 1163]"
makan siang gratis rahasia negara ya,Positif,"[1, 3, 2, 3444, 22, 6]"
suruh 58 nyumbang gaji tunjang pakai program makan siang gratis,Positif,"[65, 324, 353, 72, 208, 28, 4, 1, 3, 2]"
program makan gratis anak bekal makan siang sekolah higenis sumbang negara bayar pajak cur,Netral,"[4, 1, 2, 7, 279, 1, 3, 8, 3658, 223, 22, 44, 34, 11132]"
makan siang gratis golong orang hak terima zakat,Positif,"[1, 3, 2, 1120, 11, 291, 53, 69]"
58 wajib bantu tuan nyumbang dana makan siang gratis,Positif,"[324, 475, 47, 2247, 353, 18, 1, 3, 2]"
kemarin janji2 asih makan siang gratis eeh pakai duit zakat makan siang gratis gue janji asih makan siang gratis pakai duit orang,Positif,"[120, 2355, 92, 1, 3, 2, 2837, 28, 37, 69, 1, 3, 2, 16, 67, 92, 1, 3, 2, 28, 37, 11]"
nek ngene rasah sono makan siang gratis ndeng gendengg,Positif,"[1912, 4339, 5290, 1340, 1, 3, 2, 5291, 10840]"
enak banget ya uji coba makan siang gratis uji coba coretax,Positif,"[31, 20, 6, 196, 48, 1, 3, 2, 196, 48, 2515]"
stop program makan siang gratis,Positif,"[152, 4, 1, 3, 2]"
program makan siang gratis kah,Positif,"[4, 1, 3, 2, 144]"
makan siang gratis rakyat dsuruh nyumbang gblok banget tuh wkwkw muka badakkkk pakyu,Positif,"[1, 3, 2, 12, 4170, 353, 11778, 20, 29, 837, 857, 11779, 11780]"
rela wakil rakyat potong gaji tunjang ya 68 bantu presiden dana makan siang gratis,Positif,"[677, 386, 12, 122, 72, 208, 6, 9362, 47, 32, 18, 1, 3, 2]"
ya makan siang gratis orang syukur,Positif,"[6, 1, 3, 2, 11, 59]"
gaji jabat potong sekian persen nalangin dana makan siang gratis,Positif,"[72, 61, 122, 1327, 700, 3012, 18, 1, 3, 2]"
ralat cuman sumbang gaji biaya makan siang gratis,Netral,"[3027, 206, 223, 72, 57, 1, 3, 2]"
makan siang gratis izin komersil als bisnis,Positif,"[1, 3, 2, 2147, 6385, 6386, 605]"
muak banget jujur lihat berita makan siang gratis,Positif,"[1284, 20, 191, 33, 204, 1, 3, 2]"
bilang nahdhatul ulama nu halhal urus tambang makan siang gratis jalur heran musim pisah agama politik ya jilat,Negatif,"[42, 10197, 580, 770, 1596, 124, 545, 1, 3, 2, 1564, 649, 1892, 3659, 433, 333, 6, 543]"
tampil akrobat perintah terang benderang anggar perintah makan siang gratis bikin bengek lantas sih konsep janji program 3 juta rumah tuju biar perintah sibuk bangun rumah lantas,Positif,"[1061, 7762, 13, 1701, 7763, 19, 13, 1, 3, 2, 23, 3393, 2716, 10, 434, 67, 4, 107, 113, 76, 56, 41, 13, 303, 108, 76, 2716]"
cuman kasihan kemarin butuh didik gratis butuh makan siang doang gratis,Netral,"[206, 776, 120, 45, 38, 2, 45, 1, 3, 104, 2]"
kayak ya tukar guling ya perintah tukar hutang tukar tahan makan siang gratis,Netral,"[15, 6, 1293, 1968, 6, 13, 1293, 149, 1293, 189, 1, 3, 2]"
makan siang gratis suruh nyumbang blokkk,Netral,"[1, 3, 2, 65, 353, 8650]"
fit n proper test cocok indonesia fit n proper test anggar negara bengkak makan siang gratis anak sekolah lagipula mending langsung alias kue,Positif,"[4749, 513, 842, 9256, 368, 14, 4749, 513, 842, 9256, 19, 22, 1112, 1, 3, 2, 7, 8, 2884, 43, 110, 467, 5463]"
cari pap makan siang gratis bikin cengo profil wa,Netral,"[99, 4212, 1, 3, 2, 23, 5305, 4776, 3504]"
ken rasai makan siang gratis alamat lulus duluan,Positif,"[339, 749, 1, 3, 2, 1463, 959, 986]"
mangkanya kasih tau terms n condition pilih 02 pas pilpres kemarin pilih sedia sumbang program makan siang gratis minimal 100rb enak jabat komentar bodoh media,Negatif,"[3379, 17, 51, 9371, 513, 9372, 46, 185, 83, 406, 120, 46, 197, 223, 4, 1, 3, 2, 364, 3983, 31, 61, 323, 233, 823]"
bayang dapur 8rb modal 1 porsi 6rb an 6 ribu ya heran isi tray makan siang gratis miris hadehhhhh,Positif,"[338, 201, 7569, 670, 55, 158, 0, 612, 415, 132, 6, 649, 127, 905, 1, 3, 2, 620, 0]"
katering gue tawar makan siang gratis 3000 porsi budget 15rb pas dapur 8rb nitip xixixi capek doang tega asih makan harga 8rb ambil mending fokus katering industri,Positif,"[696, 16, 859, 1, 3, 2, 0, 158, 170, 1941, 83, 201, 7569, 3486, 4573, 947, 104, 1999, 92, 1, 49, 7569, 133, 43, 140, 696, 1643]"
gaji menteri dpr amp dpd potong 50 makan siang gratis adil,Netral,"[72, 183, 239, 64, 383, 122, 737, 1, 3, 2, 672]"
rumah gratis makan siang gratis ujung2nya pakai duit wancanakan pakai duit zakat infaq gila rezim nyebar bohong amp bodoh bubar bubar,Positif,"[76, 2, 1, 3, 2, 725, 28, 37, 9183, 28, 37, 69, 1750, 442, 503, 3529, 460, 64, 233, 622, 622]"
hei bosdungu kau peliharazakat hak fakir rakyat usulgimana gaji ketuaanggota dpddprmprmentri2wamenstafsus mentripresiden potong dana makan siang gratis,Netral,"[1855, 0, 345, 0, 291, 730, 12, 0, 72, 0, 0, 0, 122, 18, 1, 3, 2]"
stop nagihin rakyat pajak makan siang gizi gratis ringanin beban orangtua serahin duit masakin anak makan suka kayak asih makan anjing even they got better,Negatif,"[152, 10234, 12, 34, 1, 3, 5, 2, 4938, 174, 899, 3663, 37, 1696, 7, 1, 102, 15, 92, 1, 307, 1154, 1672, 5154, 979]"
makan siang gratis bawa pulang makan malam,Netral,"[1, 3, 2, 130, 287, 1, 298]"
presiden hormat marah tuh profesor hina makan siang gratis proyek andal fakta layak banget hina,Negatif,"[32, 876, 779, 29, 1108, 472, 1, 3, 2, 177, 829, 446, 88, 20, 472]"
makan siang gratis koyo kecretan,Positif,"[1, 3, 2, 0, 0]"
halah makan siang gratis remed,Netral,"[1658, 1, 3, 2, 7930]"
oz atur usia bermedsos screen time alih main playground gratis suburb indonesia usia bermedsos atur murid pamer program mbak standar bayi tumbuh gigi,Negatif,"[6141, 456, 940, 3945, 6142, 2112, 128, 259, 6143, 2, 6144, 14, 940, 3945, 456, 186, 1861, 4, 9, 766, 1663, 254, 2496]"
makan siang gratis,Positif,"[1, 3, 2]"
rusak jokobul baanyaak prabowo urus membenahiperbaiki urus st makan siang gratismsg alias kelimpungan ideterobosan msg buah hasil pogram mikirkajian ya amburadul,Positif,"[547, 13121, 5054, 21, 124, 13122, 124, 13123, 1, 3, 5320, 467, 2821, 13124, 305, 624, 60, 2727, 13125, 6, 1051]"
mobil2 mewah anggota dewan biaya makan siang gratis rasa2nye deh ngambil jatah uang apbd,Negatif,"[3680, 618, 163, 536, 57, 1, 3, 2, 10671, 114, 925, 322, 26, 742]"
saing makan siang gratis dek kuliah undip makan siang gratis bagus,Positif,"[716, 1, 3, 2, 957, 440, 4901, 1, 3, 2, 82]"
korupsi makan siang gratis,Netral,"[62, 1, 3, 2]"
gaji dewan perintah kena potong makan siang gratis maksa program biar malu kondisi normal derita tahan malu malu,Negatif,"[72, 536, 13, 274, 122, 1, 3, 2, 444, 4, 41, 251, 439, 1655, 1573, 189, 251, 251]"
tentara sibuk ngawal program makan siang gratis,Positif,"[1141, 303, 4130, 4, 1, 3, 2]"
msg nama makan siang gratis,Positif,"[305, 75, 1, 3, 2]"
negara kayak program makan siang gratis anjir alih makan siang kayak ih sih dana infak diusulin program gila sih gue bilang,Positif,"[22, 15, 4, 1, 3, 2, 262, 128, 1, 3, 15, 1126, 10, 18, 1407, 7991, 4, 442, 10, 16, 42]"
jual beli mie ayam makan siang gratis,Positif,"[315, 96, 1613, 150, 1, 3, 2]"
buzzer2 kayak asw cok pikir masuk akal kayak makan siang gratis paksa chuaks,Negatif,"[4167, 15, 8741, 1164, 68, 79, 237, 15, 1, 3, 2, 112, 0]"
rakyat usul gaji amp tunjang jabat potong dana makan siang gratis tlah mendapt tunjang gede fasilitas mewahvip hidup nyaman kerja banding gaji ampfasilitas tuju,Positif,"[12, 181, 72, 64, 208, 61, 122, 18, 1, 3, 2, 7962, 7963, 208, 294, 354, 7964, 135, 1569, 39, 103, 72, 7965, 56]"
rakyat suruh nyumbang makan siang gratis makan siang warteg aneh aneh perintah anggota pintar banget ya otak ya,Positif,"[12, 65, 353, 1, 3, 2, 1, 3, 1194, 153, 153, 13, 163, 164, 20, 6, 146, 6]"
bikin program makan siang gratis maksa,Netral,"[23, 4, 1, 3, 2, 444]"
orang sekolah butuh duit butuh makan doang makan siang gratis sekolah negeri anak orang makan siang gratis negeri anak sekolah kasih ongkos,Positif,"[11, 8, 45, 37, 45, 1, 104, 1, 3, 2, 8, 111, 7, 11, 1, 3, 2, 111, 7, 8, 17, 3656]"
pov sekolah guru murid anakanak pulang sekolah orang tua ya besok iur makan siang gratis paham,Positif,"[1719, 8, 125, 186, 52, 287, 8, 11, 101, 6, 450, 495, 1, 3, 2, 241]"
emas curi duit makan siang gratis tuh program bagus dana kayak alam curi,Negatif,"[240, 2337, 37, 1, 3, 2, 29, 4, 82, 18, 15, 568, 2337]"
tunjang dpd potong 50 makan siang gratis bagus,Positif,"[208, 383, 122, 737, 1, 3, 2, 82]"
damn entar puluh dana makan siang gratis awkwk,Positif,"[2096, 418, 764, 18, 1, 3, 2, 0]"
menu makan siang kali bonus intimidasi gratis,Netral,"[25, 1, 3, 86, 1135, 1142, 2]"
sampah program makan siang gratis hindar sistem mumpuni tekan selandia program makan siang gratis hasil sampah 45 total makan jepang tingkat timbul sampah program 69,Negatif,"[644, 4, 1, 3, 2, 1571, 281, 5223, 588, 10500, 4, 1, 3, 2, 60, 644, 2797, 938, 1, 268, 123, 1473, 644, 4, 10501]"
tuju makan siang gratis gratis kocak,Positif,"[56, 1, 3, 2, 2, 222]"
omong makan siang gratis i have an experience as a teacher sd level slovakia sekolah siang murid makan pantry bentuk salah menu makan gua private school sekolah tuh lunch,Positif,"[134, 1, 3, 2, 335, 1773, 612, 3788, 787, 419, 0, 80, 1129, 0, 8, 3, 186, 1, 0, 224, 54, 25, 1, 77, 0, 937, 8, 29, 719]"
anak gua kasih makan siang gratis gua bekelin rumah gua nyumbang,Negatif,"[7, 77, 17, 1, 3, 2, 77, 5022, 76, 77, 353]"
hasil tambang nikel timah emas tembaga migas dll kelola amanah makan siang gratis bekal orangtua menu sesuai selera anak,Positif,"[60, 545, 1961, 2282, 240, 11823, 11824, 154, 157, 1207, 1, 3, 2, 279, 899, 25, 129, 457, 7]"
amerika serikat program makan siang gratis tingkat sampah makan tingkat timbul sampah program makan siang 2753 tingkat gratis studi california siswa buang makan enggan habis,Positif,"[958, 2014, 4, 1, 3, 2, 123, 644, 1, 123, 1473, 644, 4, 1, 3, 7716, 123, 2, 1959, 7717, 36, 394, 1, 3865, 87]"
ya allah gila gegayaan makan siang gratis njing negara ambil dana sembarang,Positif,"[6, 256, 442, 6846, 1, 3, 2, 6847, 22, 133, 18, 1524]"
tuju tingkat mutu gizi anak makan siang kenyang gizi penuh bagus ubah nomenklatur makan siang gratis makan gizi anggota komisi iv dpr ri fraksi partai golkar firman soebagyo,Positif,"[56, 123, 924, 5, 7, 1, 3, 258, 5, 97, 82, 435, 4480, 1, 3, 2, 1, 5, 163, 2198, 7646, 239, 443, 4014, 626, 4481, 7647, 7648]"
ikn kereta listrik psn tunda stop boroboro bangun universitas kelas dunia pogram kampanye urus janji makan siang gratis kelimpungantak pikir tindak tindak mikir,Netral,"[131, 1447, 851, 2722, 818, 152, 4555, 108, 1659, 225, 216, 2727, 98, 124, 67, 1, 3, 2, 7873, 68, 1235, 1235, 210]"
tarik program unggul jalan kait makan siang gratis gizi makan kenyang perhati nilai gizi kandung,Positif,"[390, 4, 310, 40, 416, 1, 3, 2, 5, 1, 258, 374, 249, 5, 597]"
makan siang gratis makan ekonomi daerah ekonomi masyarakat kelas pinggir,Negatif,"[1, 3, 2, 1, 95, 91, 95, 58, 225, 4424]"
ya indak biar bikin janji kasih makan siang gratis pikir duit kapai umatrakyat nanggung janji,Positif,"[6, 615, 41, 23, 67, 17, 1, 3, 2, 68, 37, 379, 8663, 1064, 67]"
