tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
JAdi manusia itu lebih baik jangan angkuh dan sombong sampai berani merendahkan ulama NU kita bukan orang lugu yang tidak mengerti bahsa ambigumu .,JAdi manusia itu lebih baik jangan angkuh dan sombong sampai berani merendahkan ulama NU kita bukan orang lugu yang tidak mengerti bahsa ambigumu,manusia angkuh sombong berani rendah ulama nu orang lugu erti bahsa ambigu,manusia angkuh sombong berani rendah ulama nu orang lugu erti bahsa ambigu,1,"['manusia', 'angkuh', 'sombong', 'berani', 'rendah', 'ulama', 'nu', 'orang', 'lugu', 'erti', 'bahsa', 'ambigu']","['manusia', 'angkuh', 'sombong', 'berani', 'rendah', 'ulama', 'nu', 'orang', 'lugu', 'erti', 'bahsa', 'ambigu']",manusia angkuh sombong berani rendah ulama nu orang lugu erti bahsa ambigu
Terlebih nanti Presiden <username> masih akan berkunjung ke Universitas Aisyiyah . Jadi kalau ada yang bilang presiden\u2026 <link>,Terlebih nanti Presiden username masih akan berkunjung ke Universitas Aisyiyah Jadi kalau ada yang bilang presidenu2026 link,presiden username kunjung universitas aisyiyah bilang presidenu2026 link,presiden username kunjung universitas aisyiyah bilang presidenu2026 link,0,"['presiden', 'username', 'kunjung', 'universitas', 'aisyiyah', 'bilang', 'presidenu2026', 'link']","['presiden', 'username', 'kunjung', 'universitas', 'aisyiyah', 'bilang', 'presidenu2026', 'link']",presiden username kunjung universitas aisyiyah bilang presidenu2026 link
"gila gila gila keren keren keren .... rakyat dihajar abis abisan , koruptor dibiarkan liar... inilah pertumbuhan 7% , pertumbuhan koruptor",gila gila gila keren keren keren rakyat dihajar abis abisan koruptor dibiarkan liar inilah pertumbuhan 7 pertumbuhan koruptor,gila gila gila keren keren keren rakyat hajar abis abis koruptor biar liar tumbuh 7 tumbuh koruptor,gila gila gila keren keren keren rakyat hajar habis habis koruptor biar liar tumbuh 7 tumbuh koruptor,1,"['gila', 'gila', 'gila', 'keren', 'keren', 'keren', 'rakyat', 'hajar', 'habis', 'habis', 'koruptor', 'biar', 'liar', 'tumbuh', '7', 'tumbuh', 'koruptor']","['gila', 'gila', 'gila', 'keren', 'keren', 'keren', 'rakyat', 'hajar', 'habis', 'habis', 'koruptor', 'biar', 'liar', 'tumbuh', '7', 'tumbuh', 'koruptor']",gila gila gila keren keren keren rakyat hajar habis habis koruptor biar liar tumbuh 7 tumbuh koruptor
Semoga Kejujuran dinegri ini bisa ditegakkn .. bila MK melanggar tujuan dibentuknya MK .. ayo bangkit kt lawan tirani yg telh melecehkan konstitusi dinegri ini .. Kedaulatan Rakyat & demokrasi hrs ditegakkn sesuai dngn konstitusi .. Allahuakbar .. Merdeka .. <hashtag>,Semoga Kejujuran dinegri ini bisa ditegakkn bila MK melanggar tujuan dibentuknya MK ayo bangkit kt lawan tirani yg telh melecehkan konstitusi dinegri ini Kedaulatan Rakyat demokrasi hrs ditegakkn sesuai dngn konstitusi Allahuakbar Merdeka hashtag,moga jujur dinegri ditegakkn mk langgar tuju bentuk mk ayo bangkit kt lawan tirani yg telh leceh konstitusi dinegri daulat rakyat demokrasi hrs ditegakkn sesuai dngn konstitusi allahuakbar merdeka hashtag,moga jujur dinegri ditegakkn maka langgar tuju bentuk maka ayo bangkit kita lawan tirani yang telh leceh konstitusi dinegri daulat rakyat demokrasi harus ditegakkn sesuai dngn konstitusi allahuakbar merdeka hashtag,0,"['moga', 'jujur', 'dinegri', 'ditegakkn', 'maka', 'langgar', 'tuju', 'bentuk', 'maka', 'ayo', 'bangkit', 'kita', 'lawan', 'tirani', 'yang', 'telh', 'leceh', 'konstitusi', 'dinegri', 'daulat', 'rakyat', 'demokrasi', 'harus', 'ditegakkn', 'sesuai', 'dngn', 'konstitusi', 'allahuakbar', 'merdeka', 'hashtag']","['moga', 'jujur', 'dinegri', 'ditegakkn', 'langgar', 'tuju', 'bentuk', 'ayo', 'bangkit', 'lawan', 'tirani', 'telh', 'leceh', 'konstitusi', 'dinegri', 'daulat', 'rakyat', 'demokrasi', 'ditegakkn', 'sesuai', 'dngn', 'konstitusi', 'allahuakbar', 'merdeka', 'hashtag']",moga jujur dinegri ditegakkn langgar tuju bentuk ayo bangkit lawan tirani telh leceh konstitusi dinegri daulat rakyat demokrasi ditegakkn sesuai dngn konstitusi allahuakbar merdeka hashtag
Bukan Karena tdk ada Rintangan hidup kita Optimis tapi krn kita Optimis maka Rintangan mjd tdk terasa,Bukan Karena tdk ada Rintangan hidup kita Optimis tapi krn kita Optimis maka Rintangan mjd tdk terasa,tdk rintang hidup optimis krn optimis rintang mjd tdk,tidak rintang hidup optimis karena optimis rintang mjd tidak,0,"['tidak', 'rintang', 'hidup', 'optimis', 'karena', 'optimis', 'rintang', 'mjd', 'tidak']","['rintang', 'hidup', 'optimis', 'optimis', 'rintang', 'mjd']",rintang hidup optimis optimis rintang mjd
Pintar banget sih kalau suruh membolak balikkan fakta . belajar dimana?,Pintar banget sih kalau suruh membolak balikkan fakta belajar dimana,pintar banget sih suruh bolak balik fakta ajar mana,pintar banget sih suruh bolak balik fakta ajar mana,1,"['pintar', 'banget', 'sih', 'suruh', 'bolak', 'balik', 'fakta', 'ajar', 'mana']","['pintar', 'banget', 'sih', 'suruh', 'bolak', 'fakta', 'ajar']",pintar banget sih suruh bolak fakta ajar
Tak perlu iri atas keberhasilan orang lain . Jadikan itu motivasi agar semangatmu terpacu .,Tak perlu iri atas keberhasilan orang lain Jadikan itu motivasi agar semangatmu terpacu,iri hasil orang jadi motivasi semangat pacu,iri hasil orang jadi motivasi semangat pacu,0,"['iri', 'hasil', 'orang', 'jadi', 'motivasi', 'semangat', 'pacu']","['iri', 'hasil', 'orang', 'motivasi', 'semangat', 'pacu']",iri hasil orang motivasi semangat pacu
<username> <username> Kalo lu sok komentarin lu lonte anjing..... sampah goblok biadab . Kalo bodoh ya bodoh aja mba jgn goblok lg ... tiap hari makan taik ya makanya gda otak .,username username Kalo lu sok komentarin lu lonte anjing sampah goblok biadab Kalo bodoh ya bodoh aja mba jgn goblok lg tiap hari makan taik ya makanya gda otak,username username kalo lu sok komentarin lu lonte anjing sampah goblok biadab kalo bodoh ya bodoh aja mba jgn goblok lg makan taik ya gda otak,username username kalau kamu sok mengomentari kamu lonte anjing sampah goblok biadab kalau bodoh ya bodoh saja mbak jangan goblok lagi makan tahi ya otak,0,"['username', 'username', 'kalau', 'kamu', 'sok', 'mengomentari', 'kamu', 'lonte', 'anjing', 'sampah', 'goblok', 'biadab', 'kalau', 'bodoh', 'ya', 'bodoh', 'saja', 'mbak', 'jangan', 'goblok', 'lagi', 'makan', 'tahi', 'ya', 'otak']","['username', 'username', 'sok', 'mengomentari', 'lonte', 'anjing', 'sampah', 'goblok', 'biadab', 'bodoh', 'ya', 'bodoh', 'mbak', 'goblok', 'makan', 'tahi', 'ya', 'otak']",username username sok komentar lonte anjing sampah goblok biadab bodoh ya bodoh mbak goblok makan tahi ya otak
produsen petasan kaya mendadak . asli seberangnya pihak yg paling diuntungkan ya tukang petasan . Jadi lebaran lah pokoknya <hashtag>,produsen petasan kaya mendadak asli seberangnya pihak yg paling diuntungkan ya tukang petasan Jadi lebaran lah pokoknya hashtag,produsen petas kaya dadak asli seberang yg untung ya tukang petas lebaran pokok hashtag,produsen petas kayak dadak asli seberang yang untung ya tukang petas lebaran pokok hashtag,0,"['produsen', 'petas', 'kayak', 'dadak', 'asli', 'seberang', 'yang', 'untung', 'ya', 'tukang', 'petas', 'lebaran', 'pokok', 'hashtag']","['produsen', 'petas', 'kayak', 'dadak', 'asli', 'seberang', 'untung', 'ya', 'tukang', 'petas', 'lebaran', 'pokok', 'hashtag']",produsen petas kayak dadak asli seberang untung ya tukang petas lebaran pokok hashtag
Ada yg bisa membantu adik kita ini Ã°Å¸â„¢Â <hashtag> <hashtag> <hashtag> <link>,Ada yg bisa membantu adik kita ini ÃÅâÂ hashtag hashtag hashtag link,yg bantu adik  hashtag hashtag hashtag link,yang bantu adik hashtag hashtag hashtag link,0,"['yang', 'bantu', 'adik', 'hashtag', 'hashtag', 'hashtag', 'link']","['bantu', 'adik', 'hashtag', 'hashtag', 'hashtag', 'link']",bantu adik hashtag hashtag hashtag link
<username> <username> <username> Haha kasian lho dokðŸ˜…,username username username Haha kasian lho dokðŸ,username username username haha kasi lho dok,username username username haha kasih lho dok,0,"['username', 'username', 'username', 'haha', 'kasih', 'lho', 'dok']","['username', 'username', 'username', 'haha', 'kasih', 'lho', 'dok']",username username username haha kasih lho dok
<hashtag> Jokowi cukur rambut aja dia iri . Apalagi Jokowi berprestasi .,hashtag Jokowi cukur rambut aja dia iri Apalagi Jokowi berprestasi,hashtag jokowi cukur rambut aja iri jokowi prestasi,hashtag jokowi cukur rambut saja iri jokowi prestasi,0,"['hashtag', 'jokowi', 'cukur', 'rambut', 'saja', 'iri', 'jokowi', 'prestasi']","['hashtag', 'jokowi', 'cukur', 'rambut', 'iri', 'jokowi', 'prestasi']",hashtag jokowi cukur rambut iri jokowi prestasi
Semoga dapat menjadi generasi penerus bangsa yang cerdas dan dapat mengharumkan serta mengangkat martabat bangsa,Semoga dapat menjadi generasi penerus bangsa yang cerdas dan dapat mengharumkan serta mengangkat martabat bangsa,moga generasi terus bangsa cerdas harum angkat martabat bangsa,moga generasi terus bangsa cerdas harum angkat martabat bangsa,0,"['moga', 'generasi', 'terus', 'bangsa', 'cerdas', 'harum', 'angkat', 'martabat', 'bangsa']","['moga', 'generasi', 'bangsa', 'cerdas', 'harum', 'angkat', 'martabat', 'bangsa']",moga generasi bangsa cerdas harum angkat martabat bangsa
<username> Ketika fungsi jempol mendahului fungsi otak ðŸ¤­,username Ketika fungsi jempol mendahului fungsi otak ðŸ,username fungsi jempol dahulu fungsi otak ,username fungsi jempol dahulu fungsi otak,0,"['username', 'fungsi', 'jempol', 'dahulu', 'fungsi', 'otak']","['username', 'fungsi', 'jempol', 'fungsi', 'otak']",username fungsi jempol fungsi otak
Permasalahannya apa sih ngak ngerti ??? ??? <hashtag> <hashtag> <hashtag>,Permasalahannya apa sih ngak ngerti hashtag hashtag hashtag,masalah sih ngak ngerti hashtag hashtag hashtag,masalah sih tidak mengerti hashtag hashtag hashtag,0,"['masalah', 'sih', 'tidak', 'mengerti', 'hashtag', 'hashtag', 'hashtag']","['sih', 'mengerti', 'hashtag', 'hashtag', 'hashtag']",sih erti hashtag hashtag hashtag
<username> Fi semalem si sam jakpot goblok bgt wkkwkwkwkw,username Fi semalem si sam jakpot goblok bgt wkkwkwkwkw,username fi semalem si sam jakpot goblok bgt wkkwkwkwkw,username di semalem sih sama jakpot goblok banget wkkwkwkwkw,0,"['username', 'di', 'semalem', 'sih', 'sama', 'jakpot', 'goblok', 'banget', 'wkkwkwkwkw']","['username', 'semalem', 'sih', 'jakpot', 'goblok', 'banget', 'wkkwkwkwkw']",username semalem sih jakpot goblok banget wkkwkwkwkw
Tetaplah semangat dan teruslah berjuang . Karna tanpa semangatmu akupun berhenti berjuang .,Tetaplah semangat dan teruslah berjuang Karna tanpa semangatmu akupun berhenti berjuang,tetap semangat terus juang karna semangat aku henti juang,tetap semangat terus juang karena semangat aku henti juang,0,"['tetap', 'semangat', 'terus', 'juang', 'karena', 'semangat', 'aku', 'henti', 'juang']","['semangat', 'juang', 'semangat', 'henti', 'juang']",semangat juang semangat henti juang
Pemimpin jakarta si anies alhamdulillah amanah dengan kolam banjirnya,Pemimpin jakarta si anies alhamdulillah amanah dengan kolam banjirnya,pimpin jakarta si anies alhamdulillah amanah kolam banjir,pimpin jakarta sih anies alhamdulillah amanah kolam banjir,1,"['pimpin', 'jakarta', 'sih', 'anies', 'alhamdulillah', 'amanah', 'kolam', 'banjir']","['pimpin', 'jakarta', 'sih', 'anies', 'alhamdulillah', 'amanah', 'kolam', 'banjir']",pimpin jakarta sih anies alhamdulillah amanah kolam banjir
Tagar <hashtag> ini bukankah terliat seperti hinaan halus ya? Gw justru kasian dengan pak prabowo yg kalah tpi malah dapat hinaan kyk gini,Tagar hashtag ini bukankah terliat seperti hinaan halus ya Gw justru kasian dengan pak prabowo yg kalah tpi malah dapat hinaan kyk gini,tagar hashtag liat hina halus ya gw kasi prabowo yg kalah tpi hina kyk gin,tagar hashtag lihat hina halus ya gue kasih prabowo yang kalah tapi hina kayak gin,0,"['tagar', 'hashtag', 'lihat', 'hina', 'halus', 'ya', 'gue', 'kasih', 'prabowo', 'yang', 'kalah', 'tapi', 'hina', 'kayak', 'gin']","['tagar', 'hashtag', 'lihat', 'hina', 'halus', 'ya', 'gue', 'kasih', 'prabowo', 'kalah', 'hina', 'kayak', 'gin']",tagar hashtag lihat hina halus ya gue kasih prabowo kalah hina kayak gin
Yang telah berlalu biarkan ia berlalu yang mendatang hadapi dengan cemerlang . <hashtag>,Yang telah berlalu biarkan ia berlalu yang mendatang hadapi dengan cemerlang hashtag,biar hadap cemerlang hashtag,biar hadap cemerlang hashtag,0,"['biar', 'hadap', 'cemerlang', 'hashtag']","['biar', 'hadap', 'cemerlang', 'hashtag']",biar hadap cemerlang hashtag
Yang seharusnya jd korban kerusuhan itu wakil rakyat kyk fadly ini .jgn rakyatnya ..<hashtag>,Yang seharusnya jd korban kerusuhan itu wakil rakyat kyk fadly ini jgn rakyatnya hashtag,jd korban rusuh wakil rakyat kyk fadly jgn rakyat hashtag,jadi korban rusuh wakil rakyat kayak fadly jangan rakyat hashtag,0,"['jadi', 'korban', 'rusuh', 'wakil', 'rakyat', 'kayak', 'fadly', 'jangan', 'rakyat', 'hashtag']","['korban', 'rusuh', 'wakil', 'rakyat', 'kayak', 'fadly', 'rakyat', 'hashtag']",korban rusuh wakil rakyat kayak fadly rakyat hashtag
Sekolah tinggi2 untuk jadi pintar . Tapi negeri ini tidak butuh orang pintar butuhnya orang yg jujur .,Sekolah tinggi2 untuk jadi pintar Tapi negeri ini tidak butuh orang pintar butuhnya orang yg jujur,sekolah tinggi2 pintar negeri butuh orang pintar butuh orang yg jujur,sekolah tinggi2 pintar negeri butuh orang pintar butuh orang yang jujur,0,"['sekolah', 'tinggi2', 'pintar', 'negeri', 'butuh', 'orang', 'pintar', 'butuh', 'orang', 'yang', 'jujur']","['sekolah', 'tinggi2', 'pintar', 'negeri', 'butuh', 'orang', 'pintar', 'butuh', 'orang', 'jujur']",sekolah tinggi2 pintar negeri butuh orang pintar butuh orang jujur
Iblis2 pun melakukan sidang istimewa membahas kedudukan mereka yang sudah turun derajatnya karena oknum wakil rakyat yang sudah menghina Ulama .,Iblis2 pun melakukan sidang istimewa membahas kedudukan mereka yang sudah turun derajatnya karena oknum wakil rakyat yang sudah menghina Ulama,iblis2 sidang istimewa bahas duduk turun derajat oknum wakil rakyat hina ulama,iblis2 sidang istimewa bahas duduk turun derajat oknum wakil rakyat hina ulama,1,"['iblis2', 'sidang', 'istimewa', 'bahas', 'duduk', 'turun', 'derajat', 'oknum', 'wakil', 'rakyat', 'hina', 'ulama']","['iblis2', 'sidang', 'istimewa', 'bahas', 'duduk', 'turun', 'derajat', 'oknum', 'wakil', 'rakyat', 'hina', 'ulama']",iblis2 sidang istimewa bahas duduk turun derajat oknum wakil rakyat hina ulama
<username> Kami merasa bangga memiliki president seperti bapak jokowi . Smoga tahun ini bpk jokowi tetap mnjdi president kami<hashtag>#,username Kami merasa bangga memiliki president seperti bapak jokowi Smoga tahun ini bpk jokowi tetap mnjdi president kamihashtag,username bangga milik president jokowi smoga bpk jokowi mnjdi president kamihashtag,username bangga milik president jokowi semoga bpk jokowi menjadi president kamihashtag,0,"['username', 'bangga', 'milik', 'president', 'jokowi', 'semoga', 'bpk', 'jokowi', 'menjadi', 'president', 'kamihashtag']","['username', 'bangga', 'milik', 'president', 'jokowi', 'semoga', 'bpk', 'jokowi', 'president', 'kamihashtag']",username bangga milik president jokowi moga bpk jokowi president kamihashtag
Yg krg waras biasanya jago menghibur yg waras jd penyejuk . Klop kan Berteman itu bth insting tajam kenyamanan . Yg krg waras dan yg waras sama sama asal sreg dihati knp tidak ?,Yg krg waras biasanya jago menghibur yg waras jd penyejuk Klop kan Berteman itu bth insting tajam kenyamanan Yg krg waras dan yg waras sama sama asal sreg dihati knp tidak,yg krg waras jago hibur yg waras jd sejuk klop teman bth insting tajam nyaman yg krg waras yg waras sreg hati knp,yang krg waras jago hibur yang waras jadi sejuk klop teman bth insting tajam nyaman yang krg waras yang waras sreg hati kenapa,0,"['yang', 'krg', 'waras', 'jago', 'hibur', 'yang', 'waras', 'jadi', 'sejuk', 'klop', 'teman', 'bth', 'insting', 'tajam', 'nyaman', 'yang', 'krg', 'waras', 'yang', 'waras', 'sreg', 'hati', 'kenapa']","['krg', 'waras', 'jago', 'hibur', 'waras', 'sejuk', 'klop', 'teman', 'bth', 'insting', 'tajam', 'nyaman', 'krg', 'waras', 'waras', 'sreg', 'hati']",krg waras jago hibur waras sejuk klop teman bth insting tajam nyaman krg waras waras sreg hati
Melakukan aksi uninstallbukalapak bukan ketololan tapi sebuah sikap yang tegas dan protes atas attitude buruk <username> Justru yang tolol adl orang yang membela attitude buruk tsb.,Melakukan aksi uninstallbukalapak bukan ketololan tapi sebuah sikap yang tegas dan protes atas attitude buruk username Justru yang tolol adl orang yang membela attitude buruk tsb,aksi uninstallbukalapak tolol sikap protes attitude buruk username tolol adl orang bela attitude buruk tsb,aksi uninstallbukalapak tolol sikap protes attitude buruk username tolol adalah orang bela attitude buruk tersebut,1,"['aksi', 'uninstallbukalapak', 'tolol', 'sikap', 'protes', 'attitude', 'buruk', 'username', 'tolol', 'adalah', 'orang', 'bela', 'attitude', 'buruk', 'tersebut']","['aksi', 'uninstallbukalapak', 'tolol', 'sikap', 'protes', 'attitude', 'buruk', 'username', 'tolol', 'orang', 'bela', 'attitude', 'buruk']",aksi uninstallbukalapak tolol sikap protes attitude buruk username tolol orang bela attitude buruk
<username> <username> .......anda serius ga ngerti? Ato sarkasme?,username username anda serius ga ngerti Ato sarkasme,username username serius ga ngerti ato sarkasme,username username serius tidak mengerti atau sarkasme,0,"['username', 'username', 'serius', 'tidak', 'mengerti', 'atau', 'sarkasme']","['username', 'username', 'serius', 'mengerti', 'sarkasme']",username username serius erti sarkasme
juara bohong <hashtag>,juara bohong hashtag,juara bohong hashtag,juara bohong hashtag,1,"['juara', 'bohong', 'hashtag']","['juara', 'bohong', 'hashtag']",juara bohong hashtag
<username> Mulia sekali cita2 mu nak bapak nyesal tidak gugurin kamu ??,username Mulia sekali cita2 mu nak bapak nyesal tidak gugurin kamu,username mulia cita2 mu nak nyesal gugurin,username mulia mu nak nyesal gugurin,1,"['username', 'mulia', 'mu', 'nak', 'nyesal', 'gugurin']","['username', 'mulia', 'mu', 'nak', 'nyesal', 'gugurin']",username mulia mu nak nyesal gugurin
<username> Bangsat kau hina agama Islam mksd lo apa ... dasar otak butek <hashtag>,username Bangsat kau hina agama Islam mksd lo apa dasar otak butek hashtag,username bangsat kau hina agama islam mksd lo dasar otak butek hashtag,username bangsat kau hina agama islam maksud lo dasar otak butek hashtag,0,"['username', 'bangsat', 'kau', 'hina', 'agama', 'islam', 'maksud', 'lo', 'dasar', 'otak', 'butek', 'hashtag']","['username', 'bangsat', 'kau', 'hina', 'agama', 'islam', 'maksud', 'lo', 'dasar', 'otak', 'butek', 'hashtag']",username bangsat kau hina agama islam maksud lo dasar otak butek hashtag
mereka yg menyerukan Jihad untuk membela kebenaran dgn cara Jahad <hashtag> <hashtag> <hashtag> <hashtag>,mereka yg menyerukan Jihad untuk membela kebenaran dgn cara Jahad hashtag hashtag hashtag hashtag,yg seru jihad bela benar dgn jahad hashtag hashtag hashtag hashtag,yang seru jihad bela benar dengan jahad hashtag hashtag hashtag hashtag,0,"['yang', 'seru', 'jihad', 'bela', 'benar', 'dengan', 'jahad', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['seru', 'jihad', 'bela', 'jahad', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",seru jihad bela jahad hashtag hashtag hashtag hashtag
<username> pejabat optimis dg kenaikan kesejahterannya dan menyejahterakan pemilik modal ..,username pejabat optimis dg kenaikan kesejahterannya dan menyejahterakan pemilik modal,username jabat optimis dg naik kesejahterannya sejahtera milik modal,username jabat optimis dengan naik kesejahterannya sejahtera milik modal,0,"['username', 'jabat', 'optimis', 'dengan', 'naik', 'kesejahterannya', 'sejahtera', 'milik', 'modal']","['username', 'jabat', 'optimis', 'kesejahterannya', 'sejahtera', 'milik', 'modal']",username jabat optimis kesejahterannya sejahtera milik modal
<username> Nia ramadhani ga bisa buka salak . Kalau gue mau belaga ga bisa buka rambutan .ðŸ¥º,username Nia ramadhani ga bisa buka salak Kalau gue mau belaga ga bisa buka rambutan ðŸº,username nia ramadhani ga buka salak gue belaga ga buka rambutan ,username nia ramadhani tidak buka salak gue belaga tidak buka rambutan,0,"['username', 'nia', 'ramadhani', 'tidak', 'buka', 'salak', 'gue', 'belaga', 'tidak', 'buka', 'rambutan']","['username', 'nia', 'ramadhani', 'buka', 'salak', 'gue', 'belaga', 'buka', 'rambutan']",username nia ramadhani buka salak gue belaga buka rambutan
<username> Gabener terbaik? Terbaik menata kata memang iya . <hashtag> <hashtag>,username Gabener terbaik Terbaik menata kata memang iya hashtag hashtag,username gabener baik baik tata iya hashtag hashtag,username gabener baik baik tata iya hashtag hashtag,1,"['username', 'gabener', 'baik', 'baik', 'tata', 'iya', 'hashtag', 'hashtag']","['username', 'gabener', 'tata', 'iya', 'hashtag', 'hashtag']",username gabener tata iya hashtag hashtag
Manusia ini <username> tidak ada kontribusi kepada bangsa dan negara bisanya cuma ngebacot dan nyinyir <hashtag>,Manusia ini username tidak ada kontribusi kepada bangsa dan negara bisanya cuma ngebacot dan nyinyir hashtag,manusia username kontribusi bangsa negara bisa ngebacot nyinyir hashtag,manusia username kontribusi bangsa negara bisa ngebacot nyinyir hashtag,0,"['manusia', 'username', 'kontribusi', 'bangsa', 'negara', 'bisa', 'ngebacot', 'nyinyir', 'hashtag']","['manusia', 'username', 'kontribusi', 'bangsa', 'negara', 'ngebacot', 'nyinyir', 'hashtag']",manusia username kontribusi bangsa negara ngebacot nyinyir hashtag
<username> Semoga sukses terus ya FPI muuu <hashtag> <hashtag>,username Semoga sukses terus ya FPI muuu hashtag hashtag,username moga sukses ya fpi muuu hashtag hashtag,username moga sukses ya fpi muuu hashtag hashtag,0,"['username', 'moga', 'sukses', 'ya', 'fpi', 'muuu', 'hashtag', 'hashtag']","['username', 'moga', 'sukses', 'ya', 'fpi', 'muuu', 'hashtag', 'hashtag']",username moga sukses ya fpi muuu hashtag hashtag
Filosofi duduk di tangga ala pak jokowi apasi ada yang tau?? <hashtag>,Filosofi duduk di tangga ala pak jokowi apasi ada yang tau hashtag,filosofi duduk tangga ala jokowi apas tau hashtag,filosofi duduk tangga ala jokowi apas tau hashtag,0,"['filosofi', 'duduk', 'tangga', 'ala', 'jokowi', 'apas', 'tau', 'hashtag']","['filosofi', 'duduk', 'tangga', 'ala', 'jokowi', 'apas', 'tau', 'hashtag']",filosofi duduk tangga ala jokowi apas tau hashtag
Jika benar ada penyalah gunaan ambulance oleh pihak lain tidak menghapus atau mengurangi kesalahan Rocky Gerung dan Said Didu apalagi menghapuskan . Jgn jd pengcut mengalihkan dosamu pada pelanggaran org lain . Moral rendah tdk berintegritas yang dua ini contohnya .,Jika benar ada penyalah gunaan ambulance oleh pihak lain tidak menghapus atau mengurangi kesalahan Rocky Gerung dan Said Didu apalagi menghapuskan Jgn jd pengcut mengalihkan dosamu pada pelanggaran org lain Moral rendah tdk berintegritas yang dua ini contohnya,salah guna ambulance hapus kurang salah rocky gerung said didu hapus jgn jd cut alih dosa langgar org moral rendah tdk integritas contoh,salah guna ambulance hapus kurang salah rocky gerung said didu hapus jangan jadi cut alih dosa langgar orang moral rendah tidak integritas contoh,0,"['salah', 'guna', 'ambulance', 'hapus', 'kurang', 'salah', 'rocky', 'gerung', 'said', 'didu', 'hapus', 'jangan', 'jadi', 'cut', 'alih', 'dosa', 'langgar', 'orang', 'moral', 'rendah', 'tidak', 'integritas', 'contoh']","['salah', 'ambulance', 'hapus', 'salah', 'rocky', 'gerung', 'said', 'didu', 'hapus', 'cut', 'alih', 'dosa', 'langgar', 'orang', 'moral', 'rendah', 'integritas', 'contoh']",salah ambulance hapus salah rocky gerung said didu hapus cut alih dosa langgar orang moral rendah integritas contoh
<username> Gmna yaa kok kayak nyi roro kidul,username Gmna yaa kok kayak nyi roro kidul,username gmna yaa kayak nyi roro kidul,username bagaimana ya kayak nyi roro kidul,0,"['username', 'bagaimana', 'ya', 'kayak', 'nyi', 'roro', 'kidul']","['username', 'ya', 'kayak', 'nyi', 'roro', 'kidul']",username ya kayak nyi roro kidul
wooww ... kehidupan syekali pendukung prabohong memaksa dan mendoktrin agar memilih c wowo :d takut ya kalau 2019 kalahlagi :d :d <hashtag>,wooww kehidupan syekali pendukung prabohong memaksa dan mendoktrin agar memilih c wowo d takut ya kalau 2019 kalahlagi d d hashtag,wooww hidup syekali dukung prabohong paksa doktrin pilih c wowo d takut ya 2019 kalahlagi d d hashtag,wooww hidup syekali dukung prabohong paksa doktrin pilih sih wowo di takut ya 2019 kalahlagi di di hashtag,1,"['wooww', 'hidup', 'syekali', 'dukung', 'prabohong', 'paksa', 'doktrin', 'pilih', 'sih', 'wowo', 'di', 'takut', 'ya', '2019', 'kalahlagi', 'di', 'di', 'hashtag']","['wooww', 'hidup', 'syekali', 'dukung', 'prabohong', 'paksa', 'doktrin', 'pilih', 'sih', 'wowo', 'takut', 'ya', '2019', 'kalahlagi', 'hashtag']",wooww hidup syekali dukung prabohong paksa doktrin pilih sih wowo takut ya 2019 kalahlagi hashtag
yang penting bahagia y seiman ini <hashtag>,yang penting bahagia y seiman ini hashtag,bahagia y iman hashtag,bahagia ya iman hashtag,1,"['bahagia', 'ya', 'iman', 'hashtag']","['bahagia', 'ya', 'iman', 'hashtag']",bahagia ya iman hashtag
Teu keren kumaha atuh nguruskeun hirup batur :)) <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,Teu keren kumaha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag,teu keren maha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag,teu keren maha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag,1,"['teu', 'keren', 'maha', 'atuh', 'nguruskeun', 'hirup', 'batur', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['teu', 'keren', 'maha', 'atuh', 'nguruskeun', 'hirup', 'batur', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",teu keren maha atuh nguruskeun hirup batur hashtag hashtag hashtag hashtag hashtag
<username> <username> <username> haters dijadiin jubir .. ambyarrr,username username username haters dijadiin jubir ambyarrr,username username username haters dijadiin jubir ambyarrr,username username username haters dijadikan jubir ambyarrr,0,"['username', 'username', 'username', 'haters', 'dijadikan', 'jubir', 'ambyarrr']","['username', 'username', 'username', 'haters', 'dijadikan', 'jubir', 'ambyarrr']",username username username haters jadi jubir ambyarrr
Manusia ... tidak semata mata meninggalkan sesuatu yg sangat berharga .. kalau gk bosan /lelah .. pasti lebih mengguntungkan / lebih baik . <hashtag>,Manusia tidak semata mata meninggalkan sesuatu yg sangat berharga kalau gk bosan lelah pasti lebih mengguntungkan lebih baik hashtag,manusia mata tinggal yg harga gk bosan lelah guntung hashtag,manusia mata tinggal yang harga tidak bosan lelah guntung hashtag,0,"['manusia', 'mata', 'tinggal', 'yang', 'harga', 'tidak', 'bosan', 'lelah', 'guntung', 'hashtag']","['manusia', 'mata', 'tinggal', 'harga', 'bosan', 'lelah', 'guntung', 'hashtag']",manusia mata tinggal harga bosan lelah guntung hashtag
